filename,video_id,start_time,end_time,duration,id,transcription,usability,bg_music,bg_noise,other_voice,only_music,only_noise,other_sounds,annotator,annotate_date_YYYYMMDD,0
AneesaSmith_HrYDsGL1gxg_722825_729793.wav,AneesaSmith_HrYDsGL1gxg,722825,729793,6968,157,obviously love makeup I love applying it on people on myself I love doing videos and stuff like that I think I wanted to just find out you know how,1,0,0,0,0,0,0,ak,2021-04-12 20:41:54.159050,
AneesaSmith_HrYDsGL1gxg_729969_735545.wav,AneesaSmith_HrYDsGL1gxg,729969,735545,5576,158,how I could better myself and how I could better the skill and the skills that you that I need to do makeup so,1,0,0,0,0,0,0,ak,2021-04-12 20:42:13.371517,
AneesaSmith_HrYDsGL1gxg_735801_736113.wav,AneesaSmith_HrYDsGL1gxg,735801,736113,312,159,I think,1,0,0,0,0,0,0,ak,2021-04-12 20:42:17.680426,
AneesaSmith_HrYDsGL1gxg_736345_736977.wav,AneesaSmith_HrYDsGL1gxg,736345,736977,632,160,that's probably why,1,0,0,0,0,0,0,ak,2021-04-12 20:42:22.024435,
AneesaSmith_HrYDsGL1gxg_737241_746081.wav,AneesaSmith_HrYDsGL1gxg,737241,746081,8840,161,okay next question is how did you first get into freelancing what are some tips you've learned along the way regarding freelancing and being prepared for clients I feel like some tips that I've learned um,1,0,0,0,0,0,0,ak,2021-04-12 20:42:36.003949,
AneesaSmith_HrYDsGL1gxg_746257_748233.wav,AneesaSmith_HrYDsGL1gxg,746257,748233,1976,162,is to really plan ahead,1,0,0,0,0,0,0,ak,2021-04-12 20:42:46.675019,
AneesaSmith_HrYDsGL1gxg_748569_753017.wav,AneesaSmith_HrYDsGL1gxg,748569,753017,4448,163,uh I feel like once I have like a wedding coming up I'm like that whole week I'm like okay do I have this do I have,1,0,0,0,0,0,0,ak,2021-04-12 20:43:03.000004,
AneesaSmith_HrYDsGL1gxg_753249_759209.wav,AneesaSmith_HrYDsGL1gxg,753249,759209,5960,164,do I have this do I have this do I have enough lashes do I have enough mascara do I have enough you know like you just always are trying to like go over everything in your head,1,0,0,0,0,0,0,ak,2021-04-12 20:43:50.942893,
AneesaSmith_HrYDsGL1gxg_759617_760073.wav,AneesaSmith_HrYDsGL1gxg,759617,760073,456,165,um,1,0,0,0,0,0,0,ak,2021-04-12 20:43:54.468474,
AneesaSmith_HrYDsGL1gxg_760257_768385.wav,AneesaSmith_HrYDsGL1gxg,760257,768385,8128,166,but I definitely would say like being prepared and if you're not like an organized person like start trying to be organized because once you go out and you're freelancing,1,0,0,0,0,0,0,ak,2021-04-12 20:44:15.393090,
AneesaSmith_HrYDsGL1gxg_768713_774297.wav,AneesaSmith_HrYDsGL1gxg,768713,774297,5584,167,and people are relying on you for something that_unc was like big as like getting them ready for their wedding or getting them ready for prom or getting them ready for,1,0,0,0,0,0,0,ak,2021-04-12 20:44:38.724565,
AneesaSmith_HrYDsGL1gxg_774465_775745.wav,AneesaSmith_HrYDsGL1gxg,774465,775745,1280,168,formal or whatever it may be,1,0,0,0,0,0,0,ak,2021-04-12 20:44:48.260311,
AneesaSmith_HrYDsGL1gxg_776057_779537.wav,AneesaSmith_HrYDsGL1gxg,776057,779537,3480,169,it's like a lot of pressure and it can be a lot of pressure and when I first started I was always like,1,0,0,0,0,0,0,ak,2021-04-12 20:45:05.845419,
AneesaSmith_HrYDsGL1gxg_779657_784241.wav,AneesaSmith_HrYDsGL1gxg,779657,784241,4584,170,Oh am I doing it right like am i okay like you know I was trying to like I don't know y- always second-guessing myself but,1,0,0,0,0,0,0,ak,2021-04-12 20:45:50.337014,
AneesaSmith_HrYDsGL1gxg_784697_785681.wav,AneesaSmith_HrYDsGL1gxg,784697,785681,984,171,I think some tips,1,0,0,0,0,0,0,ak,2021-04-12 20:45:55.927842,
AneesaSmith_HrYDsGL1gxg_786001_795193.wav,AneesaSmith_HrYDsGL1gxg,786001,795193,9192,172,um like I kind of mentioned earlier is to like save your money if you want to do freelancing it costs a lot of money d- as like a startup thing um because you need so much product and you need so many like,1,0,0,0,0,0,0,ak,2021-04-12 20:46:26.780648,
AneesaSmith_HrYDsGL1gxg_795433_795545.wav,AneesaSmith_HrYDsGL1gxg,795433,795545,112,173,,0,0,0,0,0,1,0,ak,2021-04-12 20:46:30.790941,
AneesaSmith_HrYDsGL1gxg_795673_802205.wav,AneesaSmith_HrYDsGL1gxg,795673,802205,6532,174,m- so many things of everything like you just need multiples i- it's like you're buying the stuff in bulk it's literally like I have,1,0,0,0,0,0,0,ak,2021-04-12 20:47:15.429112,
AneesaSmith_HrYDsGL1gxg_802453_806745.wav,AneesaSmith_HrYDsGL1gxg,802453,806745,4292,175,I can't even f- tell you how many foundation tubes I have_lgh in these drawers like it's ridiculous,1,0,0,0,0,0,0,ak,2021-04-12 20:47:38.474293,
